Number of Vehicles in Lane 1,Number of Vehicles in Lane 2,Number of Vehicles in Lane 3,Number of Vehicles in Lane 4,Lane 1 Traffic Flow,Lane 2 Traffic Flow,Lane 3 Traffic Flow,Lane 4 Traffic Flow,Lane 1 On Time,Lane 2 On Time,Lane 3 On Time,Lane 4 On Time,Lane 1 Saturation Flow,Lane 2 Saturation Flow,Lane 3 Saturation Flow,Lane 4 Saturation Flow,Lane 1 Flow Ratio,Lane 2 Flow Ratio,Lane 3 Flow Ratio,Lane 4 Flow Ratio,Total Flow Ratio,Optimum Cycle Time,Width of Lane 1,Width of Lane 2,Width of Lane 3,Width of Lane 4,Intergreen Period,Amber Period,Number of Phases,Initial Delay,Minimum On Time,Maximum Cycle Time,Total Time Lost
30,24,4,29,43.75,33.0,4.0,41.25,27.0,21.0,10.0,26.0,180.0,180.0,180.0,180.0,0.24305555555555555,0.18333333333333332,0.022222222222222223,0.22916666666666666,0.6777777777777777,100.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,0,7,1,41.5,0.0,11.0,1.0,26.0,10.0,10.0,10.0,180.0,180.0,180.0,180.0,0.23055555555555557,0.0,0.06111111111111111,0.005555555555555556,0.2972222222222222,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,0,33,25,41.5,0.0,46.5,36.0,26.0,10.0,30.0,23.0,180.0,180.0,180.0,180.0,0.23055555555555557,0.0,0.25833333333333336,0.2,0.6888888888888889,105.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,16,32,0,36.0,20.5,38.65,0.0,19.0,11.0,20.0,10.0,180.0,180.0,180.0,180.0,0.2,0.11388888888888889,0.2147222222222222,0.0,0.5286111111111111,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
22,38,2,37,32.58,51.25,2.75,53.25,22.0,35.0,10.0,37.0,180.0,180.0,180.0,180.0,0.181,0.2847222222222222,0.015277777777777777,0.29583333333333334,0.7768333333333333,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
34,0,4,17,45.75,0.0,5.5,30.5,24.0,10.0,10.0,16.0,180.0,180.0,180.0,180.0,0.25416666666666665,0.0,0.030555555555555555,0.16944444444444445,0.45416666666666666,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
34,25,24,1,45.75,42.5,33.0,0.33,28.0,26.0,20.0,10.0,180.0,180.0,180.0,180.0,0.25416666666666665,0.2361111111111111,0.18333333333333332,0.0018333333333333335,0.6754444444444444,100.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
17,16,32,14,30.5,17.0,38.65,22.25,18.0,10.0,22.0,12.0,180.0,180.0,180.0,180.0,0.16944444444444445,0.09444444444444444,0.2147222222222222,0.12361111111111112,0.6022222222222222,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
30,3,34,29,33.5,3.0,45.75,41.25,22.0,10.0,30.0,27.0,180.0,180.0,180.0,180.0,0.18611111111111112,0.016666666666666666,0.25416666666666665,0.22916666666666666,0.6861111111111111,105.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
37,19,16,9,53.25,26.75,24.75,10.75,32.0,16.0,15.0,10.0,180.0,180.0,180.0,180.0,0.29583333333333334,0.1486111111111111,0.1375,0.059722222222222225,0.6416666666666666,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,26,9,24,22.25,29.41,10.75,29.0,11.0,14.0,10.0,14.0,180.0,180.0,180.0,180.0,0.12361111111111112,0.1633888888888889,0.059722222222222225,0.16111111111111112,0.5078333333333334,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,16,38,7,29.41,23.0,51.25,11.0,17.0,13.0,29.0,10.0,180.0,180.0,180.0,180.0,0.1633888888888889,0.12777777777777777,0.2847222222222222,0.06111111111111111,0.637,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,7,12,27,5.5,11.0,25.25,34.25,10.0,10.0,13.0,18.0,180.0,180.0,180.0,180.0,0.030555555555555555,0.06111111111111111,0.14027777777777778,0.19027777777777777,0.4222222222222222,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,24,30,16,36.0,29.0,33.5,24.75,23.0,19.0,21.0,16.0,180.0,180.0,180.0,180.0,0.2,0.16111111111111112,0.18611111111111112,0.1375,0.6847222222222222,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
18,22,19,16,21.25,32.58,26.75,20.5,11.0,17.0,14.0,11.0,180.0,180.0,180.0,180.0,0.11805555555555555,0.181,0.1486111111111111,0.11388888888888889,0.5615555555555556,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,7,26,19,0.0,11.0,41.5,26.75,10.0,10.0,21.0,14.0,180.0,180.0,180.0,180.0,0.0,0.06111111111111111,0.23055555555555557,0.1486111111111111,0.44027777777777777,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
1,25,7,24,1.0,36.0,11.0,32.25,10.0,18.0,10.0,16.0,180.0,180.0,180.0,180.0,0.005555555555555556,0.2,0.06111111111111111,0.17916666666666667,0.4458333333333333,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,24,31,0,26.5,32.25,44.5,0.0,14.0,17.0,23.0,10.0,180.0,180.0,180.0,180.0,0.14722222222222223,0.17916666666666667,0.24722222222222223,0.0,0.5736111111111111,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
37,24,31,22,53.25,33.0,44.5,32.58,34.0,21.0,28.0,21.0,180.0,180.0,180.0,180.0,0.29583333333333334,0.18333333333333332,0.24722222222222223,0.181,0.9073888888888888,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
22,12,4,0,32.58,19.5,5.5,0.0,18.0,10.0,10.0,10.0,180.0,180.0,180.0,180.0,0.181,0.10833333333333334,0.030555555555555555,0.0,0.3198888888888889,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,33,9,12,5.5,46.5,12.5,19.5,10.0,22.0,10.0,11.0,180.0,180.0,180.0,180.0,0.030555555555555555,0.25833333333333336,0.06944444444444445,0.10833333333333334,0.46666666666666673,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,29,16,32,10.75,41.25,20.5,38.65,10.0,24.0,13.0,23.0,180.0,180.0,180.0,180.0,0.059722222222222225,0.22916666666666666,0.11388888888888889,0.2147222222222222,0.6174999999999999,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
18,26,31,22,21.25,41.5,44.5,32.58,16.0,31.0,33.0,24.0,180.0,180.0,180.0,180.0,0.11805555555555555,0.23055555555555557,0.24722222222222223,0.181,0.7768333333333333,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,38,38,3,41.5,66.75,51.25,3.0,25.0,39.0,30.0,10.0,180.0,180.0,180.0,180.0,0.23055555555555557,0.37083333333333335,0.2847222222222222,0.016666666666666666,0.9027777777777779,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
7,9,27,38,11.0,10.75,31.83,66.75,10.0,10.0,21.0,43.0,180.0,180.0,180.0,180.0,0.06111111111111111,0.059722222222222225,0.17683333333333331,0.37083333333333335,0.6685,100.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
18,12,25,25,21.25,14.25,36.0,42.5,12.0,10.0,21.0,25.0,180.0,180.0,180.0,180.0,0.11805555555555555,0.07916666666666666,0.2,0.2361111111111111,0.6333333333333333,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
29,24,30,12,41.25,29.0,43.75,19.5,31.0,22.0,32.0,14.0,180.0,180.0,180.0,180.0,0.22916666666666666,0.16111111111111112,0.24305555555555555,0.10833333333333334,0.7416666666666667,115.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
12,4,30,16,25.25,4.0,43.75,24.75,13.0,10.0,23.0,14.0,180.0,180.0,180.0,180.0,0.14027777777777778,0.022222222222222223,0.24305555555555555,0.1375,0.5430555555555556,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
37,7,9,1,53.25,11.0,12.5,1.0,29.0,10.0,10.0,10.0,180.0,180.0,180.0,180.0,0.29583333333333334,0.06111111111111111,0.06944444444444445,0.005555555555555556,0.43194444444444446,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,34,19,17,24.75,45.75,26.75,26.5,16.0,29.0,17.0,17.0,180.0,180.0,180.0,180.0,0.1375,0.25416666666666665,0.1486111111111111,0.14722222222222223,0.6875,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,27,29,14,22.25,31.83,41.25,16.25,13.0,19.0,25.0,10.0,180.0,180.0,180.0,180.0,0.12361111111111112,0.17683333333333331,0.22916666666666666,0.09027777777777778,0.6198888888888888,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,18,31,14,22.25,28.75,44.5,16.25,13.0,17.0,27.0,10.0,180.0,180.0,180.0,180.0,0.12361111111111112,0.1597222222222222,0.24722222222222223,0.09027777777777778,0.6208333333333333,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
7,16,1,24,11.0,23.0,1.0,32.25,10.0,13.0,10.0,17.0,180.0,180.0,180.0,180.0,0.06111111111111111,0.12777777777777777,0.005555555555555556,0.17916666666666667,0.3736111111111111,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,30,42,29,33.0,33.5,65.0,41.25,20.0,20.0,39.0,25.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.18611111111111112,0.3611111111111111,0.22916666666666666,0.9597222222222223,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,34,25,16,42.33,45.75,42.5,20.5,29.0,31.0,29.0,14.0,180.0,180.0,180.0,180.0,0.23516666666666666,0.25416666666666665,0.2361111111111111,0.11388888888888889,0.8393333333333333,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
38,0,26,30,66.75,0.0,29.41,43.75,45.0,10.0,20.0,29.0,180.0,180.0,180.0,180.0,0.37083333333333335,0.0,0.1633888888888889,0.24305555555555555,0.7772777777777778,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
38,25,9,4,66.75,42.5,12.5,5.5,45.0,29.0,10.0,10.0,180.0,180.0,180.0,180.0,0.37083333333333335,0.2361111111111111,0.06944444444444445,0.030555555555555555,0.7069444444444445,110.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,16,14,1,0.0,23.0,22.25,0.33,10.0,12.0,12.0,10.0,180.0,180.0,180.0,180.0,0.0,0.12777777777777777,0.12361111111111112,0.0018333333333333335,0.25322222222222224,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,42,24,26,24.75,65.0,33.0,41.5,16.0,41.0,21.0,26.0,180.0,180.0,180.0,180.0,0.1375,0.3611111111111111,0.18333333333333332,0.23055555555555557,0.9125000000000001,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,1,14,4,31.83,0.33,16.25,4.0,19.0,10.0,12.0,10.0,180.0,180.0,180.0,180.0,0.17683333333333331,0.0018333333333333335,0.09027777777777778,0.022222222222222223,0.29116666666666663,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,33,30,0,33.0,46.5,33.5,0.0,19.0,26.0,19.0,10.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.25833333333333336,0.18611111111111112,0.0,0.6277777777777778,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,0,24,17,31.83,0.0,33.0,30.5,16.0,10.0,17.0,16.0,180.0,180.0,180.0,180.0,0.17683333333333331,0.0,0.18333333333333332,0.16944444444444445,0.529611111111111,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,12,14,0,12.5,14.25,22.25,0.0,10.0,10.0,14.0,10.0,180.0,180.0,180.0,180.0,0.06944444444444445,0.07916666666666666,0.12361111111111112,0.0,0.27222222222222225,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,27,16,19,29.0,31.83,24.75,26.75,17.0,18.0,14.0,15.0,180.0,180.0,180.0,180.0,0.16111111111111112,0.17683333333333331,0.1375,0.1486111111111111,0.6240555555555556,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
7,16,1,12,11.0,24.75,0.33,14.25,10.0,15.0,10.0,12.0,180.0,180.0,180.0,180.0,0.06111111111111111,0.1375,0.0018333333333333335,0.07916666666666666,0.27961111111111114,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
19,38,27,37,26.75,51.25,42.33,50.33,16.0,31.0,26.0,31.0,180.0,180.0,180.0,180.0,0.1486111111111111,0.2847222222222222,0.23516666666666666,0.2796111111111111,0.9481111111111111,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
33,27,16,42,46.5,31.83,23.0,65.0,29.0,20.0,14.0,41.0,180.0,180.0,180.0,180.0,0.25833333333333336,0.17683333333333331,0.12777777777777777,0.3611111111111111,0.9240555555555556,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
30,24,24,34,43.75,38.0,33.0,45.75,28.0,25.0,21.0,30.0,180.0,180.0,180.0,180.0,0.24305555555555555,0.2111111111111111,0.18333333333333332,0.25416666666666665,0.8916666666666666,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,32,27,42,16.25,38.65,31.83,65.0,11.0,26.0,22.0,45.0,180.0,180.0,180.0,180.0,0.09027777777777778,0.2147222222222222,0.17683333333333331,0.3611111111111111,0.8429444444444445,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,26,32,16,31.83,29.41,38.65,20.5,20.0,18.0,24.0,13.0,180.0,180.0,180.0,180.0,0.17683333333333331,0.1633888888888889,0.2147222222222222,0.11388888888888889,0.6688333333333334,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,5,29,30,33.0,10.5,41.25,33.5,20.0,10.0,24.0,20.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.058333333333333334,0.22916666666666666,0.18611111111111112,0.6569444444444444,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
38,22,27,4,66.75,32.58,34.25,5.5,47.0,23.0,24.0,10.0,180.0,180.0,180.0,180.0,0.37083333333333335,0.181,0.19027777777777777,0.030555555555555555,0.7726666666666667,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
18,30,26,14,21.25,33.5,41.5,22.25,12.0,20.0,24.0,13.0,180.0,180.0,180.0,180.0,0.11805555555555555,0.18611111111111112,0.23055555555555557,0.12361111111111112,0.6583333333333334,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,17,5,25,4.0,26.5,10.5,42.5,10.0,13.0,10.0,21.0,180.0,180.0,180.0,180.0,0.022222222222222223,0.14722222222222223,0.058333333333333334,0.2361111111111111,0.4638888888888889,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,3,37,38,4.0,2.0,50.33,51.25,10.0,10.0,29.0,30.0,180.0,180.0,180.0,180.0,0.022222222222222223,0.011111111111111112,0.2796111111111111,0.2847222222222222,0.5976666666666666,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
17,16,16,7,30.5,17.0,24.75,11.0,14.0,10.0,12.0,10.0,180.0,180.0,180.0,180.0,0.16944444444444445,0.09444444444444444,0.1375,0.06111111111111111,0.4625,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,30,9,7,41.5,43.75,12.5,11.0,24.0,25.0,10.0,10.0,180.0,180.0,180.0,180.0,0.23055555555555557,0.24305555555555555,0.06944444444444445,0.06111111111111111,0.6041666666666666,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,37,4,0,0.0,53.25,5.5,0.0,10.0,30.0,10.0,10.0,180.0,180.0,180.0,180.0,0.0,0.29583333333333334,0.030555555555555555,0.0,0.3263888888888889,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,7,0,5,37.25,11.0,0.0,10.5,20.0,10.0,10.0,10.0,180.0,180.0,180.0,180.0,0.20694444444444443,0.06111111111111111,0.0,0.058333333333333334,0.3263888888888889,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
12,37,22,29,19.5,53.25,32.58,41.25,14.0,38.0,23.0,29.0,180.0,180.0,180.0,180.0,0.10833333333333334,0.29583333333333334,0.181,0.22916666666666666,0.8143333333333332,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
42,26,24,42,56.5,29.41,26.5,65.0,33.0,17.0,16.0,38.0,180.0,180.0,180.0,180.0,0.3138888888888889,0.1633888888888889,0.14722222222222223,0.3611111111111111,0.9856111111111112,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,7,24,30,41.5,11.0,32.25,33.5,25.0,10.0,19.0,20.0,180.0,180.0,180.0,180.0,0.23055555555555557,0.06111111111111111,0.17916666666666667,0.18611111111111112,0.6569444444444444,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,25,3,17,0.0,37.25,2.0,26.5,10.0,20.0,10.0,14.0,180.0,180.0,180.0,180.0,0.0,0.20694444444444443,0.011111111111111112,0.14722222222222223,0.36527777777777776,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,24,4,0,42.33,33.0,4.0,0.0,22.0,17.0,10.0,10.0,180.0,180.0,180.0,180.0,0.23516666666666666,0.18333333333333332,0.022222222222222223,0.0,0.4407222222222222,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,5,0,17,32.25,10.5,0.0,26.5,16.0,10.0,10.0,13.0,180.0,180.0,180.0,180.0,0.17916666666666667,0.058333333333333334,0.0,0.14722222222222223,0.3847222222222222,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
3,9,16,24,3.0,10.75,20.5,26.5,10.0,10.0,14.0,14.0,180.0,180.0,180.0,180.0,0.016666666666666666,0.059722222222222225,0.11388888888888889,0.14722222222222223,0.3375,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,0,0,7,41.5,0.0,0.0,11.0,23.0,10.0,10.0,10.0,180.0,180.0,180.0,180.0,0.23055555555555557,0.0,0.0,0.06111111111111111,0.2916666666666667,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
3,42,4,16,3.0,65.0,4.0,20.5,10.0,33.0,10.0,14.0,180.0,180.0,180.0,180.0,0.016666666666666666,0.3611111111111111,0.022222222222222223,0.11388888888888889,0.5138888888888888,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,29,24,14,31.83,41.25,33.0,22.25,22.0,29.0,23.0,15.0,180.0,180.0,180.0,180.0,0.17683333333333331,0.22916666666666666,0.18333333333333332,0.12361111111111112,0.7129444444444444,105.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
12,38,26,37,25.25,66.75,29.41,53.25,15.0,40.0,18.0,32.0,180.0,180.0,180.0,180.0,0.14027777777777778,0.37083333333333335,0.1633888888888889,0.29583333333333334,0.9703333333333333,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
30,7,25,0,33.5,11.0,36.0,0.0,16.0,10.0,17.0,10.0,180.0,180.0,180.0,180.0,0.18611111111111112,0.06111111111111111,0.2,0.0,0.44722222222222224,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
32,24,12,27,38.65,33.0,25.25,42.33,29.0,25.0,19.0,32.0,180.0,180.0,180.0,180.0,0.2147222222222222,0.18333333333333332,0.14027777777777778,0.23516666666666666,0.7735,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
42,17,14,0,56.5,30.5,22.25,0.0,31.0,16.0,12.0,10.0,180.0,180.0,180.0,180.0,0.3138888888888889,0.16944444444444445,0.12361111111111112,0.0,0.6069444444444445,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,1,0,18,38.0,0.33,0.0,21.25,18.0,10.0,10.0,10.0,180.0,180.0,180.0,180.0,0.2111111111111111,0.0018333333333333335,0.0,0.11805555555555555,0.33099999999999996,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,32,2,18,12.5,38.65,2.75,28.75,10.0,19.0,10.0,14.0,180.0,180.0,180.0,180.0,0.06944444444444445,0.2147222222222222,0.015277777777777777,0.1597222222222222,0.45916666666666667,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
7,37,14,0,11.0,50.33,22.25,0.0,10.0,23.0,12.0,10.0,180.0,180.0,180.0,180.0,0.06111111111111111,0.2796111111111111,0.12361111111111112,0.0,0.4643333333333333,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
37,30,0,16,50.33,43.75,0.0,23.0,30.0,26.0,10.0,14.0,180.0,180.0,180.0,180.0,0.2796111111111111,0.24305555555555555,0.0,0.12777777777777777,0.6504444444444444,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
31,3,0,26,44.5,3.0,0.0,29.41,24.0,10.0,10.0,16.0,180.0,180.0,180.0,180.0,0.24722222222222223,0.016666666666666666,0.0,0.1633888888888889,0.42727777777777776,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
12,4,24,24,25.25,4.0,29.0,33.0,12.0,10.0,15.0,17.0,180.0,180.0,180.0,180.0,0.14027777777777778,0.022222222222222223,0.16111111111111112,0.18333333333333332,0.5069444444444444,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
7,34,22,12,11.0,45.75,32.58,14.25,10.0,26.0,18.0,10.0,180.0,180.0,180.0,180.0,0.06111111111111111,0.25416666666666665,0.181,0.07916666666666666,0.5754444444444444,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
7,0,29,18,11.0,0.0,41.25,21.25,10.0,10.0,19.0,14.0,180.0,180.0,180.0,180.0,0.06111111111111111,0.0,0.22916666666666666,0.11805555555555555,0.4083333333333333,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,25,16,33,12.5,37.25,23.0,46.5,10.0,24.0,15.0,30.0,180.0,180.0,180.0,180.0,0.06944444444444445,0.20694444444444443,0.12777777777777777,0.25833333333333336,0.6625000000000001,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
22,21,7,19,32.58,28.0,11.0,26.75,16.0,14.0,10.0,13.0,180.0,180.0,180.0,180.0,0.181,0.15555555555555556,0.06111111111111111,0.1486111111111111,0.5462777777777778,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
42,18,24,27,65.0,28.75,38.0,42.33,39.0,17.0,23.0,25.0,180.0,180.0,180.0,180.0,0.3611111111111111,0.1597222222222222,0.2111111111111111,0.23516666666666666,0.967111111111111,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,9,3,31,37.25,10.75,3.0,44.5,20.0,10.0,10.0,24.0,180.0,180.0,180.0,180.0,0.20694444444444443,0.059722222222222225,0.016666666666666666,0.24722222222222223,0.5305555555555556,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,16,37,17,0.0,17.0,50.33,30.5,10.0,10.0,25.0,15.0,180.0,180.0,180.0,180.0,0.0,0.09444444444444444,0.2796111111111111,0.16944444444444445,0.5435,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
33,25,42,18,46.5,37.25,65.0,28.75,27.0,22.0,38.0,17.0,180.0,180.0,180.0,180.0,0.25833333333333336,0.20694444444444443,0.3611111111111111,0.1597222222222222,0.986111111111111,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
18,2,7,4,21.25,2.75,11.0,4.0,13.0,10.0,10.0,10.0,180.0,180.0,180.0,180.0,0.11805555555555555,0.015277777777777777,0.06111111111111111,0.022222222222222223,0.21666666666666667,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,16,16,16,0.0,24.75,23.0,17.0,10.0,13.0,12.0,12.0,180.0,180.0,180.0,180.0,0.0,0.1375,0.12777777777777777,0.09444444444444444,0.3597222222222222,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
12,21,34,42,19.5,28.0,45.75,56.5,14.0,19.0,32.0,39.0,180.0,180.0,180.0,180.0,0.10833333333333334,0.15555555555555556,0.25416666666666665,0.3138888888888889,0.8319444444444444,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
32,38,24,26,38.65,66.75,29.0,29.41,25.0,42.0,18.0,19.0,180.0,180.0,180.0,180.0,0.2147222222222222,0.37083333333333335,0.16111111111111112,0.1633888888888889,0.9100555555555556,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
34,17,27,33,45.75,30.5,42.33,46.5,29.0,19.0,27.0,29.0,180.0,180.0,180.0,180.0,0.25416666666666665,0.16944444444444445,0.23516666666666666,0.25833333333333336,0.9171111111111112,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
1,32,29,4,1.0,38.65,41.25,4.0,10.0,19.0,20.0,10.0,180.0,180.0,180.0,180.0,0.005555555555555556,0.2147222222222222,0.22916666666666666,0.022222222222222223,0.4716666666666666,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
